1,47.0
2,44.5
3,42.4
4,40.625
5,39.1175
6,37.8325
7,36.734125000000006
8,35.793312500000006
9,34.986200000000004
10,34.292978125000005
11,33.69705718750001
12,33.184447812500004
13,32.743290265625006
14,32.36348910156251
15,32.03642400625001
16,31.754717003515633
17,31.512042301835944
18,31.30296910082032
19,31.12283038522071
20,30.96761257237989
21,30.833862146698443
22,30.718606305238726
23,30.619285277173947
24,30.533694447879622
25,30.45993476937376
26,30.39637020772685
27,30.341591188434705
28,30.29438316840229
29,30.25369959896435
30,30.218638655825263
31,30.188423204307504
32,30.16238354575736
33,30.139942556266917
34,30.120602884233826
35,30.103935920403934
36,30.089572294277296
37,30.077193685193784
38,30.066525765938163
39,30.057332122050664
40,30.049409011810006
41,30.042580850587143
42,30.036696319385214
43,30.031625011254892
44,30.027254541220472
45,30.023488055640517
46,30.020242085789516
47,30.01744469808199
48,30.015033899938754
49,30.012956265963034
50,30.011165753978236
