1,20.0
2,20.5
3,21.25
4,22.1
5,22.962500000000002
6,23.78875
7,24.55375
8,25.2468125
9,25.86565625
10,26.4127375
11,26.8929953125
12,27.31248734375
13,27.67758359375
14,27.9945073515625
15,28.26909005078125
16,28.5066560328125
17,28.711984521289065
18,28.88931596388672
19,29.042382459121097
20,29.17444990854395
21,29.28836451029932
22,29.38659931574981
23,29.471298492960088
24,29.544318115777738
25,29.60726300253856
26,29.661519540130083
27,29.708284658798917
28,29.74859124112683
29,29.783330299350844
30,29.81327026640651
31,29.8390737349668
32,29.86131195592662
33,29.880477379658192
34,29.896994493727647
35,29.911229181779465
36,29.923496801118993
37,29.934069151699784
38,29.94318048693423
39,29.951032696966465
40,29.95779977763587
41,29.96363168312225
42,29.968657646983647
43,29.972989044758233
44,29.976721861296344
45,29.979938817327486
46,29.982711202278242
47,29.985100453887245
48,29.987159519577837
49,29.98893402972877
50,29.990463308825348
